"period_id";"date";"type"
25;"03_08_2040";"b"
22841;"04_08_2040";"d"
29245;"05_08_2040";"a"
12827;"06_08_2040";"b"
4856;"07_08_2040";"b"
28699;"08_08_2040";"d"
15238;"09_08_2040";"d"
25328;"10_08_2040";"c"
11279;"11_08_2040";"d"
9234;"12_08_2040";"b"
12498;"13_08_2040";"c"
3855;"14_08_2040";"c"
6957;"15_08_2040";"c"
18493;"16_08_2040";"c"
358;"17_08_2040";"b"
4202;"18_08_2040";"d"
14527;"19_08_2040";"a"
19091;"20_08_2040";"c"
26183;"21_08_2040";"a"
12069;"22_08_2040";"b"
12300;"23_08_2040";"c"
12059;"24_08_2040";"d"
19905;"25_08_2040";"b"
10634;"26_08_2040";"a"
24092;"27_08_2040";"b"
13447;"28_08_2040";"d"
18231;"29_08_2040";"a"
1127;"30_08_2040";"d"
9008;"31_08_2040";"b"
27047;"01_09_2040";"b"
21149;"02_09_2040";"d"
6406;"03_09_2040";"d"
6070;"04_09_2040";"a"
1446;"05_09_2040";"d"
28490;"06_09_2040";"d"
21169;"07_09_2040";"b"
6018;"08_09_2040";"d"
14541;"09_09_2040";"d"
10321;"10_09_2040";"a"
5924;"11_09_2040";"c"
6993;"12_09_2040";"d"
13881;"13_09_2040";"b"
14328;"14_09_2040";"d"
11493;"15_09_2040";"b"
15923;"16_09_2040";"a"
2804;"17_09_2040";"d"
10319;"18_09_2040";"b"
12062;"19_09_2040";"c"
3204;"20_09_2040";"b"
4040;"21_09_2040";"b"
853;"22_09_2040";"b"
8905;"23_09_2040";"a"
10845;"24_09_2040";"c"
16985;"25_09_2040";"b"
421;"26_09_2040";"d"
8618;"27_09_2040";"c"
16485;"28_09_2040";"c"
23555;"29_09_2040";"a"
331;"30_09_2040";"a"
23426;"01_10_2040";"d"
16210;"02_10_2040";"c"
8725;"03_10_2040";"d"
7645;"04_10_2040";"b"
9654;"05_10_2040";"b"
21230;"06_10_2040";"c"
24025;"07_10_2040";"b"
8204;"08_10_2040";"d"
3779;"09_10_2040";"c"
7082;"10_10_2040";"a"
22693;"11_10_2040";"a"
11735;"12_10_2040";"c"
14287;"13_10_2040";"d"
29455;"14_10_2040";"b"
23233;"15_10_2040";"c"
11485;"16_10_2040";"a"
5301;"17_10_2040";"c"
6351;"18_10_2040";"d"
5231;"19_10_2040";"a"
25440;"20_10_2040";"d"
4601;"21_10_2040";"d"
7768;"22_10_2040";"d"
10022;"23_10_2040";"d"
29153;"24_10_2040";"d"
8147;"25_10_2040";"a"
5856;"26_10_2040";"c"
29136;"27_10_2040";"a"
9443;"28_10_2040";"b"
3791;"29_10_2040";"b"
2491;"30_10_2040";"c"
3188;"31_10_2040";"a"
13384;"01_11_2040";"b"
9124;"02_11_2040";"c"
403;"03_11_2040";"d"
5813;"04_11_2040";"b"
19834;"05_11_2040";"b"
376;"06_11_2040";"c"
5567;"07_11_2040";"c"
24455;"08_11_2040";"c"
18847;"09_11_2040";"d"
27230;"10_11_2040";"a"
15270;"11_11_2040";"a"
17004;"12_11_2040";"d"
5434;"13_11_2040";"c"
8180;"14_11_2040";"c"
19559;"15_11_2040";"b"
25271;"16_11_2040";"c"
22502;"17_11_2040";"a"
4342;"18_11_2040";"c"
6638;"19_11_2040";"c"
13038;"20_11_2040";"d"
27696;"21_11_2040";"b"
1423;"22_11_2040";"c"
27451;"23_11_2040";"c"
4317;"24_11_2040";"c"
5259;"25_11_2040";"a"
11208;"26_11_2040";"c"
27678;"27_11_2040";"c"
6348;"28_11_2040";"c"
14020;"29_11_2040";"d"
24416;"30_11_2040";"d"
3964;"01_12_2040";"a"
24928;"02_12_2040";"c"
19595;"03_12_2040";"a"
6781;"04_12_2040";"a"
4217;"05_12_2040";"b"
26134;"06_12_2040";"c"
1031;"07_12_2040";"b"
1341;"08_12_2040";"a"
26870;"09_12_2040";"d"
13180;"10_12_2040";"a"
24079;"11_12_2040";"d"
25185;"12_12_2040";"b"
27192;"13_12_2040";"a"
11142;"14_12_2040";"a"
912;"15_12_2040";"b"
27388;"16_12_2040";"d"
14687;"17_12_2040";"c"
24969;"18_12_2040";"d"
14684;"19_12_2040";"b"
26802;"20_12_2040";"a"
25906;"21_12_2040";"b"
6941;"22_12_2040";"a"
11715;"23_12_2040";"d"
5921;"24_12_2040";"d"
17703;"25_12_2040";"b"
3633;"26_12_2040";"c"
2050;"27_12_2040";"d"
15079;"28_12_2040";"b"
27887;"29_12_2040";"b"
11002;"30_12_2040";"c"
5162;"31_12_2040";"c"
24299;"01_01_2041";"b"
14985;"02_01_2041";"d"
26774;"03_01_2041";"c"
28507;"04_01_2041";"a"
28178;"05_01_2041";"b"
23477;"06_01_2041";"a"
17415;"07_01_2041";"c"
24112;"08_01_2041";"b"
28646;"09_01_2041";"d"
21106;"10_01_2041";"b"
21984;"11_01_2041";"a"
24272;"12_01_2041";"b"
13135;"13_01_2041";"d"
16818;"14_01_2041";"c"
13955;"15_01_2041";"c"
3666;"16_01_2041";"d"
7267;"17_01_2041";"b"
12184;"18_01_2041";"a"
25439;"19_01_2041";"b"
24003;"20_01_2041";"a"
25112;"21_01_2041";"c"
25352;"22_01_2041";"d"
16271;"23_01_2041";"a"
190;"24_01_2041";"c"
8540;"25_01_2041";"c"
25806;"26_01_2041";"c"
29106;"27_01_2041";"b"
27912;"28_01_2041";"a"
27006;"29_01_2041";"b"
13134;"30_01_2041";"d"
23014;"31_01_2041";"d"
4088;"01_02_2041";"a"
14510;"02_02_2041";"c"
29424;"03_02_2041";"b"
10850;"04_02_2041";"c"
157;"05_02_2041";"b"
12310;"06_02_2041";"b"
26896;"07_02_2041";"b"
9915;"08_02_2041";"b"
15512;"09_02_2041";"a"
845;"10_02_2041";"d"
6200;"11_02_2041";"c"
23028;"12_02_2041";"c"
13740;"13_02_2041";"d"
15861;"14_02_2041";"d"
19268;"15_02_2041";"a"
4646;"16_02_2041";"a"
13114;"17_02_2041";"c"
12376;"18_02_2041";"a"
13023;"19_02_2041";"d"
10538;"20_02_2041";"c"
6998;"21_02_2041";"c"
4441;"22_02_2041";"d"
12688;"23_02_2041";"c"
22721;"24_02_2041";"a"
26237;"25_02_2041";"a"
734;"26_02_2041";"a"
17517;"27_02_2041";"d"
8076;"28_02_2041";"a"
15969;"01_03_2041";"c"
22887;"02_03_2041";"d"
10922;"03_03_2041";"c"
28122;"04_03_2041";"c"
4391;"05_03_2041";"c"
25475;"06_03_2041";"d"
25051;"07_03_2041";"c"
5695;"08_03_2041";"c"
29818;"09_03_2041";"c"
4035;"10_03_2041";"d"
3041;"11_03_2041";"a"
5723;"12_03_2041";"d"
16958;"13_03_2041";"d"
28923;"14_03_2041";"d"
29637;"15_03_2041";"c"
22118;"16_03_2041";"a"
7447;"17_03_2041";"a"
21991;"18_03_2041";"d"
23270;"19_03_2041";"d"
26360;"20_03_2041";"a"
25465;"21_03_2041";"a"
3573;"22_03_2041";"a"
12320;"23_03_2041";"a"
6341;"24_03_2041";"d"
12855;"25_03_2041";"d"
14655;"26_03_2041";"b"
5843;"27_03_2041";"c"
16441;"28_03_2041";"d"
19973;"29_03_2041";"b"
15444;"30_03_2041";"d"
6512;"31_03_2041";"c"
17014;"01_04_2041";"c"
16869;"02_04_2041";"a"
18469;"03_04_2041";"a"
12289;"04_04_2041";"b"
29745;"05_04_2041";"c"
2901;"06_04_2041";"d"
4931;"07_04_2041";"d"
14719;"08_04_2041";"d"
21494;"09_04_2041";"a"
20298;"10_04_2041";"a"
5432;"11_04_2041";"c"
8798;"12_04_2041";"a"
5775;"13_04_2041";"b"
12106;"14_04_2041";"b"
16623;"15_04_2041";"c"
25341;"16_04_2041";"c"
17085;"17_04_2041";"c"
9969;"18_04_2041";"a"
14408;"19_04_2041";"b"
4554;"20_04_2041";"c"
12532;"21_04_2041";"c"
12152;"22_04_2041";"b"
20105;"23_04_2041";"b"
16674;"24_04_2041";"a"
13222;"25_04_2041";"c"
15263;"26_04_2041";"c"
4325;"27_04_2041";"c"
18053;"28_04_2041";"a"
20373;"29_04_2041";"c"
17920;"30_04_2041";"c"
26635;"01_05_2041";"d"
11562;"02_05_2041";"a"
2930;"03_05_2041";"a"
13154;"04_05_2041";"d"
29937;"05_05_2041";"b"
13199;"06_05_2041";"b"
3015;"07_05_2041";"b"
18986;"08_05_2041";"c"
12315;"09_05_2041";"d"
25425;"10_05_2041";"a"
15560;"11_05_2041";"d"
8653;"12_05_2041";"a"
2194;"13_05_2041";"d"
19420;"14_05_2041";"a"
6333;"15_05_2041";"c"
27740;"16_05_2041";"d"
7319;"17_05_2041";"d"
17745;"18_05_2041";"d"
13109;"19_05_2041";"d"
29087;"20_05_2041";"a"
11858;"21_05_2041";"c"
1800;"22_05_2041";"a"
2984;"23_05_2041";"a"
15490;"24_05_2041";"c"
7999;"25_05_2041";"a"
12888;"26_05_2041";"b"
23239;"27_05_2041";"b"
18318;"28_05_2041";"a"
21691;"29_05_2041";"b"
27856;"30_05_2041";"b"
19615;"31_05_2041";"b"
15513;"01_06_2041";"d"
11687;"02_06_2041";"c"
11358;"03_06_2041";"b"
3935;"04_06_2041";"d"
12960;"05_06_2041";"a"
10229;"06_06_2041";"a"
24032;"07_06_2041";"b"
11074;"08_06_2041";"a"
1763;"09_06_2041";"a"
19425;"10_06_2041";"b"
18098;"11_06_2041";"c"
19648;"12_06_2041";"a"
2449;"13_06_2041";"d"
20458;"14_06_2041";"b"
29275;"15_06_2041";"c"
22521;"16_06_2041";"a"
7702;"17_06_2041";"c"
7470;"18_06_2041";"b"
21180;"19_06_2041";"d"
24733;"20_06_2041";"c"
27408;"21_06_2041";"c"
23890;"22_06_2041";"d"
20110;"23_06_2041";"d"
17587;"24_06_2041";"d"
6570;"25_06_2041";"d"
22314;"26_06_2041";"b"
18911;"27_06_2041";"a"
8195;"28_06_2041";"c"
9337;"29_06_2041";"b"
16792;"30_06_2041";"a"
7953;"01_07_2041";"d"
1523;"02_07_2041";"d"
1769;"03_07_2041";"b"
28079;"04_07_2041";"b"
26235;"05_07_2041";"a"
25254;"06_07_2041";"d"
29658;"07_07_2041";"b"
1784;"08_07_2041";"d"
4746;"09_07_2041";"a"
2335;"10_07_2041";"c"
9477;"11_07_2041";"b"
20114;"12_07_2041";"a"
16800;"13_07_2041";"a"
10391;"14_07_2041";"a"
8814;"15_07_2041";"b"
4157;"16_07_2041";"c"
7526;"17_07_2041";"a"
22912;"18_07_2041";"d"
27463;"19_07_2041";"a"
3696;"20_07_2041";"d"
13029;"21_07_2041";"a"
22914;"22_07_2041";"d"
9235;"23_07_2041";"c"
11885;"24_07_2041";"b"
23763;"25_07_2041";"d"
29284;"26_07_2041";"c"
23983;"27_07_2041";"b"
2608;"28_07_2041";"a"
19725;"29_07_2041";"b"
23439;"30_07_2041";"a"
21956;"31_07_2041";"c"
7093;"01_08_2041";"c"
2673;"02_08_2041";"c"
21871;"03_08_2041";"b"
24999;"04_08_2041";"b"
23889;"05_08_2041";"d"
15173;"06_08_2041";"a"
1378;"07_08_2041";"b"
23757;"08_08_2041";"a"
21251;"09_08_2041";"d"
16466;"10_08_2041";"c"
707;"11_08_2041";"d"
5280;"12_08_2041";"b"
27158;"13_08_2041";"a"
6253;"14_08_2041";"b"
2057;"15_08_2041";"b"
8760;"16_08_2041";"a"
14575;"17_08_2041";"c"
9239;"18_08_2041";"c"
21210;"19_08_2041";"a"
18207;"20_08_2041";"b"
14260;"21_08_2041";"c"
24259;"22_08_2041";"d"
25168;"23_08_2041";"a"
5173;"24_08_2041";"a"
17766;"25_08_2041";"c"
15685;"26_08_2041";"c"
21790;"27_08_2041";"a"
1081;"28_08_2041";"a"
263;"29_08_2041";"b"
28797;"30_08_2041";"d"
24495;"31_08_2041";"a"
26657;"01_09_2041";"c"
3474;"02_09_2041";"b"
19116;"03_09_2041";"d"
26489;"04_09_2041";"d"
1405;"05_09_2041";"c"
24051;"06_09_2041";"c"
28197;"07_09_2041";"d"
27959;"08_09_2041";"b"
12559;"09_09_2041";"b"
12699;"10_09_2041";"d"
15935;"11_09_2041";"a"
22554;"12_09_2041";"c"
15742;"13_09_2041";"d"
12981;"14_09_2041";"d"
10755;"15_09_2041";"d"
17075;"16_09_2041";"b"
26540;"17_09_2041";"d"
25251;"18_09_2041";"c"
1277;"19_09_2041";"a"
16717;"20_09_2041";"a"
24333;"21_09_2041";"a"
18147;"22_09_2041";"a"
7592;"23_09_2041";"d"
10169;"24_09_2041";"a"
15595;"25_09_2041";"b"
23921;"26_09_2041";"d"
7832;"27_09_2041";"c"
5143;"28_09_2041";"b"
15562;"29_09_2041";"b"
25595;"30_09_2041";"c"
7735;"01_10_2041";"c"
3490;"02_10_2041";"c"
21501;"03_10_2041";"c"
13712;"04_10_2041";"b"
4128;"05_10_2041";"a"
7374;"06_10_2041";"b"
22994;"07_10_2041";"d"
8770;"08_10_2041";"a"
25206;"09_10_2041";"c"
7440;"10_10_2041";"a"
19938;"11_10_2041";"b"
1418;"12_10_2041";"d"
9585;"13_10_2041";"d"
29669;"14_10_2041";"c"
21950;"15_10_2041";"b"
25814;"16_10_2041";"a"
17461;"17_10_2041";"a"
11199;"18_10_2041";"d"
26367;"19_10_2041";"d"
28006;"20_10_2041";"b"
8896;"21_10_2041";"a"
11568;"22_10_2041";"b"
29330;"23_10_2041";"d"
2813;"24_10_2041";"c"
15940;"25_10_2041";"b"
19806;"26_10_2041";"d"
11529;"27_10_2041";"b"
9449;"28_10_2041";"b"
6362;"29_10_2041";"b"
20886;"30_10_2041";"b"
10808;"31_10_2041";"c"
10688;"01_11_2041";"b"
15592;"02_11_2041";"b"
13290;"03_11_2041";"b"
22637;"04_11_2041";"c"
16574;"05_11_2041";"d"
676;"06_11_2041";"d"
12358;"07_11_2041";"a"
14514;"08_11_2041";"c"
13957;"09_11_2041";"c"
29989;"10_11_2041";"d"
5914;"11_11_2041";"a"
3330;"12_11_2041";"a"
13075;"13_11_2041";"c"
10087;"14_11_2041";"b"
27920;"15_11_2041";"a"
29445;"16_11_2041";"b"
4304;"17_11_2041";"c"
4459;"18_11_2041";"b"
14907;"19_11_2041";"c"
29661;"20_11_2041";"c"
6503;"21_11_2041";"c"
20360;"22_11_2041";"b"
8783;"23_11_2041";"d"
17001;"24_11_2041";"b"
14473;"25_11_2041";"c"
16074;"26_11_2041";"d"
24612;"27_11_2041";"c"
20363;"28_11_2041";"b"
24744;"29_11_2041";"c"
17523;"30_11_2041";"b"
535;"01_12_2041";"b"
13656;"02_12_2041";"b"
6110;"03_12_2041";"a"
17091;"04_12_2041";"a"
10440;"05_12_2041";"a"
13870;"06_12_2041";"d"
16731;"07_12_2041";"d"
24383;"08_12_2041";"b"
17874;"09_12_2041";"c"
24445;"10_12_2041";"a"
5773;"11_12_2041";"c"
12783;"12_12_2041";"c"
23978;"13_12_2041";"d"
27218;"14_12_2041";"a"
9984;"15_12_2041";"c"
21580;"16_12_2041";"c"
11033;"17_12_2041";"c"
27849;"18_12_2041";"b"
23107;"19_12_2041";"a"
26863;"20_12_2041";"b"
8602;"21_12_2041";"b"
7655;"22_12_2041";"a"
16455;"23_12_2041";"a"
28978;"24_12_2041";"b"
21724;"25_12_2041";"c"
27071;"26_12_2041";"d"
13598;"27_12_2041";"a"
16729;"28_12_2041";"b"
2210;"29_12_2041";"a"
19083;"30_12_2041";"d"
29892;"31_12_2041";"c"
14876;"01_01_2042";"a"
1933;"02_01_2042";"d"
9075;"03_01_2042";"a"
20922;"04_01_2042";"b"
1066;"05_01_2042";"b"
29258;"06_01_2042";"c"
13494;"07_01_2042";"d"
11770;"08_01_2042";"b"
7987;"09_01_2042";"b"
21775;"10_01_2042";"b"
17994;"11_01_2042";"d"
622;"12_01_2042";"c"
8762;"13_01_2042";"c"
15056;"14_01_2042";"b"
12151;"15_01_2042";"c"
11406;"16_01_2042";"d"
1510;"17_01_2042";"d"
29477;"18_01_2042";"a"
24585;"19_01_2042";"b"
23731;"20_01_2042";"a"
26557;"21_01_2042";"b"
26662;"22_01_2042";"d"
17749;"23_01_2042";"d"
12429;"24_01_2042";"b"
29366;"25_01_2042";"d"
16378;"26_01_2042";"d"
6564;"27_01_2042";"c"
25166;"28_01_2042";"a"
10691;"29_01_2042";"d"
28858;"30_01_2042";"d"
1686;"31_01_2042";"d"
26562;"01_02_2042";"a"
8753;"02_02_2042";"b"
3100;"03_02_2042";"a"
29375;"04_02_2042";"d"
7611;"05_02_2042";"b"
3256;"06_02_2042";"c"
18183;"07_02_2042";"c"
9198;"08_02_2042";"a"
27855;"09_02_2042";"c"
24661;"10_02_2042";"c"
6212;"11_02_2042";"b"
7262;"12_02_2042";"a"
27056;"13_02_2042";"c"
16947;"14_02_2042";"d"
3352;"15_02_2042";"c"
22874;"16_02_2042";"d"
7438;"17_02_2042";"b"
16861;"18_02_2042";"d"
7126;"19_02_2042";"d"
7849;"20_02_2042";"d"
1162;"21_02_2042";"a"
8206;"22_02_2042";"c"
15797;"23_02_2042";"a"
3151;"24_02_2042";"a"
20752;"25_02_2042";"d"
3209;"26_02_2042";"b"
1067;"27_02_2042";"b"
3562;"28_02_2042";"c"
11781;"01_03_2042";"b"
12403;"02_03_2042";"d"
28653;"03_03_2042";"c"
2070;"04_03_2042";"d"
3552;"05_03_2042";"b"
17518;"06_03_2042";"d"
22064;"07_03_2042";"d"
12850;"08_03_2042";"a"
7187;"09_03_2042";"a"
6973;"10_03_2042";"b"
6448;"11_03_2042";"d"
2169;"12_03_2042";"c"
10419;"13_03_2042";"d"
8975;"14_03_2042";"c"
12412;"15_03_2042";"c"
10230;"16_03_2042";"b"
8508;"17_03_2042";"c"
13769;"18_03_2042";"d"
22078;"19_03_2042";"b"
28351;"20_03_2042";"a"
29020;"21_03_2042";"b"
3536;"22_03_2042";"c"
27460;"23_03_2042";"a"
6429;"24_03_2042";"c"
24128;"25_03_2042";"b"
18241;"26_03_2042";"d"
25193;"27_03_2042";"d"
20667;"28_03_2042";"a"
21680;"29_03_2042";"d"
22894;"30_03_2042";"c"
17063;"31_03_2042";"d"
4921;"01_04_2042";"a"
18996;"02_04_2042";"b"
24945;"03_04_2042";"c"
7766;"04_04_2042";"c"
23524;"05_04_2042";"b"
18893;"06_04_2042";"d"
23388;"07_04_2042";"b"
10590;"08_04_2042";"c"
20100;"09_04_2042";"c"
20974;"10_04_2042";"d"
10567;"11_04_2042";"c"
27135;"12_04_2042";"b"
10716;"13_04_2042";"d"
16472;"14_04_2042";"c"
25712;"15_04_2042";"c"
10244;"16_04_2042";"d"
3366;"17_04_2042";"b"
16683;"18_04_2042";"d"
28202;"19_04_2042";"c"
2631;"20_04_2042";"d"
27617;"21_04_2042";"a"
14779;"22_04_2042";"a"
15897;"23_04_2042";"a"
19671;"24_04_2042";"b"
21177;"25_04_2042";"a"
26650;"26_04_2042";"b"
16838;"27_04_2042";"a"
27446;"28_04_2042";"b"
2400;"29_04_2042";"a"
2485;"30_04_2042";"d"
10192;"01_05_2042";"a"
20745;"02_05_2042";"d"
1749;"03_05_2042";"c"
21261;"04_05_2042";"b"
21782;"05_05_2042";"a"
3956;"06_05_2042";"a"
18393;"07_05_2042";"d"
14589;"08_05_2042";"b"
7303;"09_05_2042";"c"
21213;"10_05_2042";"c"
20090;"11_05_2042";"b"
7909;"12_05_2042";"a"
7824;"13_05_2042";"b"
8131;"14_05_2042";"d"
29732;"15_05_2042";"a"
969;"16_05_2042";"a"
21522;"17_05_2042";"d"
26680;"18_05_2042";"d"
28485;"19_05_2042";"c"
16150;"20_05_2042";"d"
7892;"21_05_2042";"b"
1458;"22_05_2042";"c"
3261;"23_05_2042";"a"
5157;"24_05_2042";"a"
11932;"25_05_2042";"c"
11683;"26_05_2042";"c"
15654;"27_05_2042";"a"
20954;"28_05_2042";"b"
5708;"29_05_2042";"c"
10703;"30_05_2042";"d"
29399;"31_05_2042";"c"
24532;"01_06_2042";"c"
22951;"02_06_2042";"c"
13797;"03_06_2042";"d"
21717;"04_06_2042";"a"
8437;"05_06_2042";"a"
22842;"06_06_2042";"b"
7180;"07_06_2042";"b"
15463;"08_06_2042";"a"
22401;"09_06_2042";"c"
26270;"10_06_2042";"b"
15119;"11_06_2042";"c"
18351;"12_06_2042";"b"
461;"13_06_2042";"c"
21324;"14_06_2042";"c"
19603;"15_06_2042";"a"
21744;"16_06_2042";"d"
17276;"17_06_2042";"d"
6065;"18_06_2042";"a"
23346;"19_06_2042";"d"
19334;"20_06_2042";"c"
15744;"21_06_2042";"b"
27304;"22_06_2042";"c"
25689;"23_06_2042";"c"
3246;"24_06_2042";"c"
29836;"25_06_2042";"a"
26484;"26_06_2042";"b"
20470;"27_06_2042";"b"
23012;"28_06_2042";"c"
5452;"29_06_2042";"b"
29748;"30_06_2042";"a"
11603;"01_07_2042";"d"
5902;"02_07_2042";"a"
12946;"03_07_2042";"a"
29113;"04_07_2042";"b"
25753;"05_07_2042";"a"
12904;"06_07_2042";"b"
11991;"07_07_2042";"b"
9447;"08_07_2042";"d"
21312;"09_07_2042";"a"
16076;"10_07_2042";"d"
11573;"11_07_2042";"d"
16449;"12_07_2042";"a"
21415;"13_07_2042";"d"
4105;"14_07_2042";"b"
3772;"15_07_2042";"a"
14961;"16_07_2042";"d"
16413;"17_07_2042";"a"
29750;"18_07_2042";"a"
22165;"19_07_2042";"b"
23785;"20_07_2042";"a"
10583;"21_07_2042";"c"
10494;"22_07_2042";"b"
13057;"23_07_2042";"c"
775;"24_07_2042";"b"
24187;"25_07_2042";"d"
24489;"26_07_2042";"a"
14817;"27_07_2042";"d"
3609;"28_07_2042";"b"
22157;"29_07_2042";"c"
9847;"30_07_2042";"d"
15098;"31_07_2042";"c"
1158;"01_08_2042";"d"
19000;"02_08_2042";"b"
8838;"03_08_2042";"b"
29337;"04_08_2042";"d"
12865;"05_08_2042";"a"
27839;"06_08_2042";"b"
18334;"07_08_2042";"d"
3217;"08_08_2042";"d"
7475;"09_08_2042";"b"
11928;"10_08_2042";"b"
1351;"11_08_2042";"c"
12273;"12_08_2042";"d"
13744;"13_08_2042";"b"
10447;"14_08_2042";"b"
19212;"15_08_2042";"c"
24949;"16_08_2042";"a"
695;"17_08_2042";"a"
17653;"18_08_2042";"a"
28545;"19_08_2042";"a"
5228;"20_08_2042";"b"
20713;"21_08_2042";"d"
17045;"22_08_2042";"d"
15448;"23_08_2042";"b"
2697;"24_08_2042";"a"
16842;"25_08_2042";"a"
18466;"26_08_2042";"c"
24195;"27_08_2042";"b"
7441;"28_08_2042";"c"
9900;"29_08_2042";"d"
13434;"30_08_2042";"d"
18150;"31_08_2042";"d"
12453;"01_09_2042";"d"
16277;"02_09_2042";"d"
17293;"03_09_2042";"a"
20287;"04_09_2042";"a"
16740;"05_09_2042";"d"
23904;"06_09_2042";"b"
584;"07_09_2042";"b"
9121;"08_09_2042";"c"
5942;"09_09_2042";"d"
12733;"10_09_2042";"d"
24088;"11_09_2042";"a"
23226;"12_09_2042";"d"
23408;"13_09_2042";"b"
20467;"14_09_2042";"d"
1648;"15_09_2042";"b"
10747;"16_09_2042";"c"
27009;"17_09_2042";"d"
17646;"18_09_2042";"b"
8360;"19_09_2042";"a"
23025;"20_09_2042";"b"
2262;"21_09_2042";"d"
15968;"22_09_2042";"a"
22645;"23_09_2042";"a"
3205;"24_09_2042";"b"
6574;"25_09_2042";"b"
6679;"26_09_2042";"c"
14872;"27_09_2042";"d"
29936;"28_09_2042";"a"
17047;"29_09_2042";"a"
21929;"30_09_2042";"a"
18852;"01_10_2042";"b"
5629;"02_10_2042";"b"
13000;"03_10_2042";"d"
9730;"04_10_2042";"d"
8169;"05_10_2042";"a"
4754;"06_10_2042";"a"
8022;"07_10_2042";"b"
6199;"08_10_2042";"b"
11594;"09_10_2042";"a"
26903;"10_10_2042";"a"
2582;"11_10_2042";"b"
3197;"12_10_2042";"d"
29281;"13_10_2042";"d"
15197;"14_10_2042";"d"
5908;"15_10_2042";"c"
12466;"16_10_2042";"c"
8992;"17_10_2042";"b"
22214;"18_10_2042";"c"
2766;"19_10_2042";"a"
6083;"20_10_2042";"a"
20318;"21_10_2042";"a"
459;"22_10_2042";"b"
29764;"23_10_2042";"a"
18400;"24_10_2042";"d"
27276;"25_10_2042";"a"
19545;"26_10_2042";"c"
22132;"27_10_2042";"a"
24485;"28_10_2042";"d"
28731;"29_10_2042";"d"
12907;"30_10_2042";"a"
5855;"31_10_2042";"a"
27099;"01_11_2042";"c"
24498;"02_11_2042";"a"
24620;"03_11_2042";"b"
17702;"04_11_2042";"b"
1451;"05_11_2042";"a"
27777;"06_11_2042";"c"
16359;"07_11_2042";"d"
15825;"08_11_2042";"b"
2240;"09_11_2042";"b"
7498;"10_11_2042";"a"
15405;"11_11_2042";"b"
22079;"12_11_2042";"b"
23327;"13_11_2042";"b"
18828;"14_11_2042";"c"
7919;"15_11_2042";"c"
17279;"16_11_2042";"a"
17532;"17_11_2042";"d"
659;"18_11_2042";"c"
8297;"19_11_2042";"b"
13036;"20_11_2042";"d"
8398;"21_11_2042";"b"
11067;"22_11_2042";"b"
10762;"23_11_2042";"b"
20800;"24_11_2042";"d"
18853;"25_11_2042";"b"
19254;"26_11_2042";"b"
19750;"27_11_2042";"d"
18013;"28_11_2042";"a"
20453;"29_11_2042";"c"
652;"30_11_2042";"d"
16900;"01_12_2042";"c"
16507;"02_12_2042";"d"
15699;"03_12_2042";"c"
20857;"04_12_2042";"b"
19285;"05_12_2042";"a"
19235;"06_12_2042";"b"
21008;"07_12_2042";"d"
27325;"08_12_2042";"b"
26322;"09_12_2042";"b"
1729;"10_12_2042";"a"
4036;"11_12_2042";"a"
20819;"12_12_2042";"a"
21035;"13_12_2042";"d"
24043;"14_12_2042";"d"
8368;"15_12_2042";"b"
10744;"16_12_2042";"c"
28807;"17_12_2042";"d"
7868;"18_12_2042";"d"
3230;"19_12_2042";"d"
7703;"20_12_2042";"b"
28996;"21_12_2042";"c"
10254;"22_12_2042";"a"
23321;"23_12_2042";"d"
20324;"24_12_2042";"d"
25292;"25_12_2042";"c"
10484;"26_12_2042";"d"
15701;"27_12_2042";"a"
3131;"28_12_2042";"c"
4875;"29_12_2042";"b"
28583;"30_12_2042";"a"
1583;"31_12_2042";"d"
27789;"01_01_2043";"d"
7182;"02_01_2043";"a"
7284;"03_01_2043";"a"
3021;"04_01_2043";"d"
7038;"05_01_2043";"b"
28191;"06_01_2043";"c"
22169;"07_01_2043";"d"
10616;"08_01_2043";"d"
16187;"09_01_2043";"b"
24371;"10_01_2043";"a"
6258;"11_01_2043";"a"
18816;"12_01_2043";"d"
28366;"13_01_2043";"a"
3792;"14_01_2043";"c"
15357;"15_01_2043";"a"
7633;"16_01_2043";"a"
13419;"17_01_2043";"b"
22192;"18_01_2043";"b"
20013;"19_01_2043";"b"
15549;"20_01_2043";"a"
16816;"21_01_2043";"d"
11007;"22_01_2043";"a"
12125;"23_01_2043";"d"
24671;"24_01_2043";"d"
11490;"25_01_2043";"c"
6824;"26_01_2043";"a"
26746;"27_01_2043";"a"
25453;"28_01_2043";"a"
28557;"29_01_2043";"c"
26001;"30_01_2043";"a"
18935;"31_01_2043";"c"
20389;"01_02_2043";"c"
12694;"02_02_2043";"d"
28849;"03_02_2043";"a"
4503;"04_02_2043";"c"
18818;"05_02_2043";"c"
17162;"06_02_2043";"c"
17260;"07_02_2043";"b"
19088;"08_02_2043";"b"
18898;"09_02_2043";"a"
9790;"10_02_2043";"b"
1889;"11_02_2043";"b"
4880;"12_02_2043";"c"
27247;"13_02_2043";"b"
19104;"14_02_2043";"b"
26598;"15_02_2043";"d"
13232;"16_02_2043";"c"
8803;"17_02_2043";"a"
24372;"18_02_2043";"a"
29226;"19_02_2043";"d"
362;"20_02_2043";"c"
9375;"21_02_2043";"c"
4403;"22_02_2043";"c"
