"period_id","product_id","X1.sales","X1.items","X2.sales","X2.items","X3.sales","X3.items","X4.sales","X4.items","X5.sales","X5.items","cat"
14871,755136,127976.94,2366,240544.5,3695,89272.56,923,142980.68,4154,340484.8,4415,1
29628,259718,251982.48,4393,348257,3913,232513.29,4923,49304.52,1359,61077.64,949,2
27070,704721,157464.44,2254,258837.92,2992,292166.96,3022,450005.72,4766,23584.66,1357,3
23547,868096,179078.71,3391,293090.12,3317,91203.84,4914,284594.21,4831,28238.61,397,2
10782,620285,65400,1200,57901.18,1457,264676.14,2934,204827.35,3185,170517.92,3746,3
8706,123312,100260.72,3591,317303.84,4616,110273.13,3531,83306.46,3657,54731.04,1456,2
4567,799699,53045.4,1676,189090.85,3263,68119.92,1098,160665.68,3032,78894.54,1158,2
6707,504131,447596.94,4942,133525.12,1504,6381.82,122,397562.76,3994,96389.6,3394,1
28134,816264,43739.25,725,180094.04,4058,409557.6,4528,141853.48,2252,4505.28,304,2
475,368264,38547.6,706,132699,2225,41333.76,3328,7240.24,392,240056.25,3255,3
1386,606747,7286.37,273,108335.25,2225,85858.3,1958,363700.82,4193,138861.03,1551,1
29731,916667,35346.1,1517,308515.72,3658,364618.4,3824,67218.76,1724,52140,869,3
13607,413502,45481.26,503,151334.8,1583,124797.44,2624,147481.29,3519,226216.19,3989,2
9992,811085,87851.44,2204,142918.74,1899,65292.63,753,134702.4,1995,52731.84,4484,1
346,139508,290592.4,4690,391909.65,4939,149364.53,2599,366642.5,4018,216746.53,4771,2
9166,342267,100585.32,1263,125893.9,4246,251182.26,4487,173176.11,4437,145380.92,2308,1
11669,926998,206450.2,2420,39486.07,1051,268126.32,2904,5784.14,137,45804.72,1108,2
955,542549,227008.24,2276,234161.8,3004,229280.81,4631,223405.14,2317,38225.48,3596,2
11387,972123,159279.81,4001,327379.5,4275,132917.4,3234,12313,175,221554.56,2694,3
16809,950175,10910.82,129,178034.86,4867,465528.72,4744,213865.29,4689,188681.04,2901,1
26354,214949,50210.85,555,53574.52,3922,204495.8,2830,113615.04,1537,254973.95,2695,2
18397,735240,175011.18,2878,10971.94,1438,353310.98,3806,16512,1920,13044.62,239,3
24471,933085,91142.82,2286,54015.48,1788,15991.36,176,264232.21,3517,41800.86,1269,3
2570,564814,21204.95,4199,73470.72,2432,214996.21,2509,62428.53,1461,48961.47,1101,2
8478,950315,177749.46,2058,108750.72,1248,81846.08,2008,36031.79,1349,65736.45,3315,3
4375,306155,44925.24,4724,248039.08,4759,160573,4060,85868.3,1687,158974.02,4878,3
17603,230984,28653.33,969,55111.7,4585,316303.02,3366,12676.84,1226,33500.61,1507,2
5638,263109,45366.75,3861,237233.08,4681,111134.66,1883,50749.2,999,162400.16,2608,1
19296,193710,70872.2,1085,228522.96,3018,311052.9,4890,15997.8,260,12655.44,567,3
28909,834621,198377.84,4936,69294.52,2498,231239.06,3302,345774.78,4143,53233.5,575,1
12222,864825,23775.84,3762,21846.26,2339,6692.96,944,50989.68,2718,172307.52,4851,1
19820,918391,144564.92,3589,211464.27,3677,32980,425,169834.08,4803,245960.12,4291,2
5079,310022,256149.24,2991,181387.92,2828,178462.17,2763,200187.36,2196,30502.08,4539,2
27000,253215,71153.14,2798,82300.11,2787,204979.95,2985,117717.35,3145,112452.12,4668,2
7905,928523,59243.78,1039,240683.96,2798,33057.54,4271,93076.2,3735,38370.06,531,3
11933,389191,92130.91,2791,46874.52,1197,136340.88,3471,194644.48,2188,9343.2,816,1
21086,845810,163700.2,4370,270731.04,2953,349670,4790,244254.5,3673,17181.03,2129,1
340,533195,104815.2,1835,274469.76,4896,36096.25,1675,94884.47,1889,256966.16,4787,1
10577,707948,57062.7,2115,139335.66,4401,94740.48,1024,71128.12,4793,92878.06,1727,2
861,135115,150278.56,1822,36139.56,1828,338550.37,3589,164882.03,4831,267995.7,4635,3
4464,473137,363559.84,4816,266755,3442,105134.86,3326,6217.6,464,31479.8,1396,3
27450,636905,137384.52,3829,180522.74,3574,354057.25,3775,85660.92,3924,295987.05,3219,3
10746,942012,74358,850,265592.2,3260,211031.38,4918,284059.1,3095,210972.03,2283,1
564,375878,15412.8,2028,9075.72,106,79496.14,2207,90748.72,1259,240144.45,4745,3
25901,374934,370877.95,4003,68198.22,3519,50737.96,1841,50665.95,629,149096.24,3092,2
7022,361720,39006.99,3069,284840.4,4805,138178.2,4110,45727.56,3433,36231.21,761,2
7800,526150,417120.27,4659,25118.56,4243,69441.48,1206,355006.3,4015,92800.38,4694,3
2612,938832,331717.68,4326,182279.13,3063,149639.6,2840,262067.13,4927,60760.8,1160,2
1090,519940,8719.58,971,36959.5,386,145936.66,3238,35948.8,1370,73918.74,2478,3
1642,407212,275485.71,3351,355130.12,4393,73376.96,928,184019.44,3476,54567.5,598,1
29118,279897,191942.94,3819,346261.93,4501,124266.45,4263,105473,1450,187814.32,1982,3
21135,236256,255298.16,3887,75386.99,959,74299.87,2759,22477.23,2241,137377.68,4488,3
3815,287851,409690.55,4385,23308.32,991,9542.4,426,327676.23,3327,127563.8,1630,1
26990,475948,242880.45,3345,96301.48,4444,91989.04,1768,12113.7,271,98078.64,4213,2
11915,313783,87775.52,1438,103245.5,1550,73263.28,2668,124451.7,3210,69415.2,3110,2
13942,387228,207765.52,2644,71225.07,3621,38590.94,2554,21876.54,3189,306737.5,4630,3
29340,867210,54378.92,3587,27837.24,916,360460.05,4105,177889.7,1945,26167.68,704,3
27843,900696,299951.54,4886,107556.05,3017,133604.24,3772,133643.2,1654,117239.19,4153,1
23747,584785,273097.6,2753,394692.48,4518,18189.51,681,127038.6,3965,186557.64,3292,1
22441,474000,41400,575,56380.16,2176,265997.48,3164,10663.51,143,43268.05,3415,2
26194,378364,8041.8,390,77369.6,1099,116133.57,4923,137333.92,4456,118035.18,2738,2
21211,901492,254176.3,3295,401506.85,4777,109585.2,2726,44325.4,980,48620.7,4005,2
13279,628507,36066.36,2937,45176.4,2403,22063.9,4163,129356,2920,252036.04,4397,3
5596,162892,344141.93,4463,120678.81,1527,30832.27,4949,111753,1350,121780.55,2615,1
10788,124963,74341.8,810,134623.71,1521,262384.38,3882,211820.5,3350,358983.1,4402,2
9216,917716,307903.22,4171,351366,4476,25770.84,381,54337.78,2686,21032.61,831,1
17769,610659,174025.43,2701,53099.12,766,97430.06,3094,32594.23,2887,15356.37,2787,3
17680,479165,312084.75,4805,130969.36,2686,114909.6,3048,844.59,141,139493.77,4727,2
14739,713899,73675.28,1988,364272.09,4641,55336.36,646,18989.24,1454,8965.01,617,2
1595,238420,60345.6,840,320073.28,4624,282693.96,3123,2118.99,249,30871.66,1717,3
28289,929883,351743,4610,93442.58,3619,58503.96,1467,153322.47,3863,43795.1,535,2
5009,645238,17126.34,2541,187812.26,2941,200260,2945,180396.47,3389,88732.6,3044,3
2387,316786,382122.68,4826,75081.48,4567,70768.86,3882,8128.96,266,33085.77,727,2
9114,606589,246759.75,3945,34208.73,4239,47861.45,1099,62183.99,1237,68106.46,878,3
2888,160034,57093.68,1204,110436.84,3852,286588.8,2880,96440.25,2235,235978.6,4460,1
4545,557261,11685.52,2168,208949.04,3096,30833.58,2109,24603.6,870,53081.2,1013,1
16766,423809,19577.2,680,195306.18,4638,280901.6,3605,3453.98,463,20147.34,818,1
12440,153125,138722.43,1617,209549.96,2186,153922.8,4710,34730.52,634,91457.34,2886,1
28612,922232,19388,655,4503,570,33300.28,442,197610.96,3462,128441.43,1677,3
15705,209088,52204,775,312435.5,3550,145083.12,2184,152806.29,1561,22247.54,433,2
10232,624775,251266.86,4797,226069.38,2862,29770.2,370,78400,3500,82008.64,1181,1
16530,982668,247589,2983,326468.6,3295,67731.54,1262,8019.9,1273,62248.06,4514,1
20205,176777,143137.5,4125,107583,3525,68090.88,1488,205396.88,4817,62320.92,839,2
1939,181972,41185.65,3435,9703.62,333,19474.56,1344,69566.84,854,230961.92,4172,2
22957,220850,320845.2,3930,52436.13,3649,5236.26,591,83143.28,1766,361296.91,4927,3
24728,144942,22206.96,414,212680.58,4802,31431.35,3191,25496.1,2394,30826.92,444,2
15006,978140,130032,1935,91818.76,946,123758.1,1382,15730.89,519,375461.66,4522,1
1477,273058,43150.8,1401,433808.1,4533,145860,1625,149420.04,3399,302900,4660,2
17666,126199,36374.4,1440,220424.54,3626,309192.66,4689,156352.85,1817,133367.04,3264,1
910,732699,106527.15,1305,80352.99,807,372798.6,4404,26741,1100,173205.18,4922,2
21499,739930,166511.54,4526,51197.09,1631,128405.91,3219,152040.09,2229,430084.36,4922,1
14076,360236,50155.5,2306,70431.1,1951,60477.28,1096,31855.89,2609,58687.4,3485,1
19207,627669,64698,1052,98662.72,1282,8688.6,540,329804.95,4603,143453.44,3848,2
15665,575460,219080.5,4205,104421.72,1482,90484.96,2032,399063.5,4070,481828.75,4975,2
3880,916782,2914.07,311,36775.68,1884,117752.11,1291,11350.16,1684,50832,1440,3
26874,111790,101906.28,3052,300722.16,4744,141118.51,1843,29754.64,4738,183762.18,3519,3
16564,356020,303987.09,3641,33585.8,614,141210,1500,32788.8,864,387271.08,4739,2
27643,463454,300890.25,3865,49441,1009,8660.56,232,225557.33,3301,89020.35,1081,3
3113,312419,99060,1040,76285.8,765,23626.35,297,41323.76,1304,328088.71,3827,2
19281,929077,11599.98,1491,100130.64,3964,57324.42,1503,189590.52,2857,230218.28,2452,1
17252,482865,33220.04,3988,55296.84,948,27950.04,4567,28307.26,1831,373993.92,4402,3
27127,805460,281675.52,3493,160978.62,2101,274926.04,3434,78896.52,804,75759.84,1404,2
14343,326430,23243.22,693,259579.18,3514,36538.2,1590,28070.24,4279,8882.72,1648,1
22093,398904,27071.32,508,488806.54,4997,182126.24,2263,33095.24,1787,34951.44,4252,1
19410,125153,70294.02,2854,66168.7,2213,191487,2130,147332.46,1767,58452.8,4760,1
22848,901078,13968.61,703,19853.68,293,141620.4,2914,193898.52,4241,390024.66,4971,1
26029,183050,467970,4926,41324.7,991,117954.13,3941,220173.8,4060,43577.6,619,3
22657,373090,263410.29,3783,192989.52,3384,165986.64,1704,139764.72,2694,376400.38,3907,2
27442,976748,37233.24,402,81273.6,1088,260302.02,3126,41070.4,532,10322.16,164,2
15042,555934,292181.12,3773,218422.1,4541,37460.36,379,98044.18,3382,40910.7,415,2
8237,479183,53961.7,1690,127049.78,2866,86608.53,3659,14096.7,1035,26418.72,4786,3
22931,230804,154057.12,2053,188382.15,3135,59372.25,4515,22366.08,3883,122178.24,1264,2
17588,210653,17297.04,582,202452.36,2292,52232.16,1258,13400.95,215,30861.96,516,1
26189,672232,26192.81,4151,198011.88,4839,234395.04,3448,106665.08,2972,25655.7,3215,3
14253,163487,59389.11,753,141284.22,4081,87573.12,1088,55601,2366,35025.26,2878,1
22183,914506,71723.76,2364,81734.44,2092,172036.41,4823,127264.3,3365,224320.1,4318,3
7995,304880,15011.52,456,180938.34,2202,209294.44,3943,41402.7,771,20294.4,280,1
18907,442607,59753.33,1183,199071.08,3991,154344.89,1867,182870.8,1928,31781.75,3175,3
16071,654175,93679.25,1393,186444.92,4891,131778.68,1433,57995.6,2470,437859.84,4818,1
501,213619,111044.73,2083,189774.77,4013,152796.34,1649,293748.95,4895,11154.42,186,3
12204,287847,118028.48,1583,377089.44,4656,51416.73,4071,228429.54,3873,15583.8,285,2
13703,805545,260149.85,3205,105966.08,1408,25506.18,279,336181.8,4692,79808.24,1112,3
1255,494701,95286.66,4434,45353.7,3130,59187.03,1239,342973.95,3597,86583.21,2149,1
21830,879871,38159.8,2716,18636.72,244,10437.93,577,42409.71,3591,26587.95,3387,1
1165,362903,19068.78,1634,130904.35,1865,60560.8,1241,94677.66,3402,55180.38,1011,1
2196,480954,329179.48,3346,139885.2,2184,98203.71,1569,384379.8,4970,240741.93,2431,2
18827,563916,71187.5,3350,4138.24,424,225828.68,3859,122089.35,4965,200837.52,4491,2
408,775755,52432,2900,2040.22,118,85833.62,2407,148473.92,1568,37193.04,1542,3
3338,999089,12323.23,353,137344.84,2908,78129.42,4187,249829.14,2838,147124.44,3141,2
23910,705418,138854.24,4984,387454.38,4107,222180.75,4775,39588.41,1003,110068.6,4330,3
15527,723372,171999.75,4071,246566.58,3679,293309,4478,106713.88,3458,13487.65,137,3
23590,588048,149080.64,4996,116912.64,1248,200771.36,3568,81896.58,1623,99736.09,4033,3
2083,783338,402378,4975,22393.14,262,328479.12,4024,51607.03,3889,65496.36,4866,3
19206,432101,294294,4459,273051.68,3716,255110,4850,4626.21,799,22482,2498,2
28077,713243,13938.73,2327,155245.7,3886,174966.88,2234,136458.03,1531,57854.5,1474,3
23178,364726,129616.48,2128,42603.96,1514,82102.48,1646,53622.58,2453,10203.44,104,3
11330,513143,57205.8,4689,324784.2,3380,79395.84,2304,81382.35,3759,183546.93,2137,3
11289,362182,145926.81,2159,241520.7,3621,166364.66,4543,10538.81,799,112864.35,1455,1
15617,289095,70431.84,1062,171000.72,3564,190026.4,3580,94522.08,2062,130909.8,1988,3
17060,342932,127223.72,2749,19504.1,595,82716.75,1895,300695.36,4832,25995.78,278,2
21807,334112,88055.76,4008,161979.4,1870,185068.29,2999,14029.8,1745,36933.12,896,2
7393,112583,26499.34,991,168910.32,4526,24628.56,982,372730.41,3933,430540.32,4656,3
9901,430262,10962.4,1930,30508.4,520,59769.6,660,10681.58,182,6586.31,289,1
20870,649062,123150.3,2366,98360.64,4592,146189.1,2514,50012.64,648,257981.58,2682,1
8898,334939,149779.2,1920,14087.19,1599,4112.74,158,28077.02,911,140940.92,2084,2
9069,909844,86661.89,2303,10353.6,180,86086.68,4812,422603.74,4918,31150,875,3
20723,456134,342587.44,3848,367044.21,3873,22894.43,3211,113508,3153,22044.6,555,1
10326,409855,173512.5,1983,17906.85,3061,393556.68,4917,27081.6,1092,108994.04,1198,1
26383,627865,95675.46,958,96827.71,4721,258185.2,4498,95520.15,2517,392636.47,4783,1
20182,670493,217600.35,3135,177106.17,4359,79232.01,4719,428461.4,4465,389885.76,4464,2
21756,233894,96989.75,3575,200332.07,4513,150224.8,3440,67384.8,4011,195832.43,4997,1
12795,770749,379050,4375,136211.61,4447,94775,1115,200985.12,3556,248495.8,3710,1
17308,487484,5130.43,293,226338.57,2403,40007.89,467,160097.04,2988,50503.96,964,2
11462,569385,165700.2,1780,142237.98,4794,34114.56,4442,62948.44,892,117743.76,1208,3
5046,671436,88846.65,1611,65956.98,1786,254542.86,4719,42132.09,759,26678.96,1708,3
26691,445752,250372.01,3563,33240.81,2791,81236.48,2441,44307.9,3787,103331.24,3079,2
13664,371245,42161.34,573,241539.46,4027,358435.64,4898,193526.28,3132,148800.96,3872,2
14316,984992,173343.3,4394,32560.72,353,366708.48,4272,223208.7,2365,22989.19,3013,1
17876,834646,85077.46,943,57333.9,915,118559.7,4305,11683.76,242,218003.94,2646,2
21595,460650,95893.44,4646,378950.77,4499,10974.4,1805,122465.95,1315,152394.2,2188,3
1084,326031,211724.28,3882,190750.5,2850,268343.9,2741,113403.69,4281,71440,2375,3
14342,717002,351666.55,4189,350970.62,3619,92163,2325,319545.36,4164,218581.28,2476,3
25692,862141,39521.44,568,122233.98,3327,230924.6,2953,330741.36,4104,3666,200,1
29718,903836,77986.16,2632,44621.76,1754,348322.45,4585,3920.42,683,105786.2,3172,2
18855,236284,158584.16,1904,148571.16,3417,159205.87,4363,75715.19,1787,56216.16,2376,1
10794,689008,218729.16,3159,174011.82,2138,42125.72,1988,268133.58,2841,97284,3300,2
29495,659416,11591.25,1405,152810.58,2874,124554.56,2528,95087.4,1805,81923.16,4684,3
29585,505822,87417.6,4640,51663.49,739,107890.35,1095,170956.16,3538,393457.35,4565,3
8827,536347,31862.16,894,272469.34,4054,312123.24,4653,240323.64,4757,311100,3750,2
23009,444188,106590,1496,193727.25,2969,307883.2,3370,35349.6,1133,65983.77,2679,1
15266,282550,116534.4,1952,185097.85,3563,84626.47,983,176541.3,3555,187846.68,3958,3
22539,129629,425452.24,4486,305534.54,3067,190792.68,2132,102702.01,1409,24478.98,699,2
17847,312895,11069.04,408,138598.57,1601,321539.97,3481,32609.16,3411,276780.8,3665,1
27735,148928,123242.84,3878,264233.07,3533,32372.91,4839,69651,710,157037.4,2237,3
222,464218,27770.65,449,19823.14,3187,11848.3,545,81666.56,4672,12325.7,2330,1
16341,495204,54659.88,594,192053.68,2294,123753,1743,141502.51,1777,208351.44,2607,1
20130,923294,122622.66,1863,130323.12,2292,11168.64,1662,27520.02,1243,50829.9,4642,3
2498,995920,76456.38,4389,139066.52,2582,383569.72,4997,38583.9,2991,309865.36,3416,1
21540,694743,26303.36,1168,197984,2944,98705.16,1461,11436.92,1529,7617.74,166,1
18460,166712,141495.86,3394,119867.76,2061,177453.51,2847,156265.92,3742,193237.92,4428,1
21290,631661,113692.96,2384,231469.16,2522,121824.9,3035,6426.47,281,158529.96,2034,1
18741,961139,134014.5,2206,25499.71,1957,85829.44,1952,9979.81,241,68125.33,3913,2
23778,317303,58402.75,1451,259438.14,3302,122377.5,1665,172703.11,4201,24339.12,3016,2
23050,664469,156041.68,1636,21883.2,564,125808.66,2538,256065.86,3769,323736,4200,1
2035,531070,23264.2,586,8677.9,245,182955.24,2826,204102.36,4884,235620.7,3635,2
15833,187310,233774.1,4185,160021.92,2064,11476.46,421,300047.72,3073,88645.06,1579,2
5153,363612,331808.49,4797,42420.06,2778,40925.5,1063,52120.32,672,43262.34,649,1
8387,353208,239967.2,4070,71645.34,2963,48346.83,2793,104241.54,2498,223138.18,2494,2
7977,641840,102507.28,3967,20563.2,270,19452.96,342,50870.79,4047,73616.66,1534,1
23354,119386,66726.54,774,36647.82,1338,131522.32,2056,439733.91,4893,29741.25,1925,2
6180,803871,52827.39,3267,168467.5,1706,184288.17,3557,29643.55,3427,23022.48,1884,1
636,763972,61553.6,620,31221.33,3283,170479.4,4420,177603.93,2499,232391.16,2889,3
10818,716153,7551.06,1122,29952.36,348,34270.5,402,25090.56,4752,55447.95,3543,1
28220,470364,86423.92,2332,208451.88,3636,448814.46,4827,300713.28,4904,173305.1,4310,3
2326,395958,191210.25,4515,57888.81,981,96339.75,1599,63642.24,1524,49888.22,2122,1
7907,321643,242940.38,2582,7451.85,235,44022.56,2188,261808.98,3401,328678.74,4278,2
13671,424512,56070.15,3701,189653.76,2608,225693,3215,83485.68,856,447142.2,4636,2
23055,467720,47873.04,1208,64114.86,2487,168666.26,1687,22291.44,879,94080.12,1068,1
12761,127076,21671.57,499,237179.25,3885,41619.25,3005,232376.1,4422,190665.76,3301,2
29358,411305,45391.99,2341,113928.98,4751,65538.96,2298,68673,1100,11081.5,1850,3
9565,205122,133805.7,2345,112445.19,1287,81579.3,1257,262266.33,4987,105174.09,3407,1
15688,270756,6452.1,963,18169.22,3182,22969.57,1621,314338.88,3616,71123.85,1005,3
7198,563711,321277.46,3766,96134.5,4994,350023.7,4810,128824.54,1583,177363.44,2836,2
13830,925014,73485.92,4204,106890,4200,54493.18,1442,56261.08,652,254447.06,4102,3
1124,768517,140446.25,2293,202966.72,2116,37771.74,1882,19150.56,624,168362.4,2419,2
25190,959781,334339.56,4492,84195.36,1062,185943.31,3899,133644,4440,117905.16,3812,1
28657,138371,223078.32,2502,108058.76,2798,75323.32,929,135679.04,1568,166992.58,1942,1
4507,608552,74746.38,3287,8801.1,1386,159815.25,3285,159208.4,4420,67210.5,1295,3
11219,833253,288988.74,3494,465713.04,4758,38660.44,1729,266970.1,2785,40243.84,1456,1
8177,679575,110125.18,4631,316485.52,4646,47549.4,1164,16889.04,189,254070.88,2818,1
3074,718628,223606.56,4178,35120.25,1075,81134.88,1304,198569.82,2823,16698.58,2966,1
29250,946593,289721.52,3454,365953.53,3777,151344.48,4359,72376.2,1755,362877.68,3736,1
5470,872170,96632.11,1637,21511.15,545,84301.8,2892,293042.62,4706,87696.44,3562,2
11806,398713,102034.87,4657,132030.24,2802,107256.16,4499,313271.96,4078,245625.18,2811,3
2617,595193,21277.32,631,2695.55,319,357326.28,4451,21319.2,840,146945.4,3558,2
26752,140169,68630.9,1690,209052.48,2912,124367.04,4464,93967.2,2105,164952.63,3837,1
9828,353115,24929.49,1821,46557.03,2379,8888.64,141,104077.74,2171,185954.05,2161,2
21033,765022,109792.8,3315,142245.4,1826,197452.08,2902,68389.2,2904,7509.97,533,1
14919,152518,36884.64,4784,58032.28,4181,111796.56,1548,5418.96,674,65748.54,1027,1
27904,133780,24934.3,293,181166.31,3601,11427.52,871,24268.82,358,71395.35,779,1
2511,324882,39681.63,1431,55868.6,2039,156002.04,4101,35464.68,1422,65637.3,662,1
2968,716924,324409,4045,135984.42,3861,33682.23,747,26939.43,701,183013.81,1841,1
25925,812867,82222.5,1425,73906.04,1828,11218.48,728,146166.62,3986,68325.17,3911,2
2269,622710,222004.93,2351,46773.72,1242,186060.16,3424,155986.6,2894,198843.93,4731,3
13773,871138,293611.5,3346,34237.2,1545,2930.88,142,52732.36,974,123796.75,2725,1
11628,493234,22365.71,1207,69863.2,3736,192042,3525,202624.64,4337,257358.51,3501,1
10200,729933,174259.9,1754,321718.86,3911,144130,4970,146732.8,3232,115463,3914,2
13124,864675,79801.2,821,189698.87,2927,42074,772,88963,1253,214010.8,2284,1
14949,934040,41700.63,2831,41310.21,2987,108667.9,2215,124789.53,2257,150273.28,2432,1
2215,905608,202473.9,3670,51171.53,4097,38177.99,2203,136793.49,3957,244992.02,4151,2
9745,427570,305549.1,3798,14829.53,353,187202.52,2116,339610.48,4444,87801.45,4609,3
10168,820921,100504.71,4761,209968.89,2883,202017.48,2436,12495.95,509,15514.62,2137,1
28881,993262,75954.84,1076,46046.5,1310,227016.46,3674,70865.9,3022,155491.7,2441,3
5412,859349,155283.04,1826,13246.56,144,258506.99,3617,279862.68,3732,153840,1923,1
23509,164523,405696.06,4158,58826.43,3303,12550.44,201,35729.76,808,138026.84,1484,1
4424,486909,33148.5,490,329818,4457,340883.94,4463,36891.36,2329,35153.36,929,2
28368,536312,65685.84,1112,62429.44,1292,15311.34,407,185997.73,3463,274700.28,3468,3
15048,204824,430412.62,4534,279396.09,4113,64571.34,3673,121896.2,3820,105703.2,3180,2
17508,342202,4740.96,581,199749.48,2532,154538.68,2098,44136.55,499,270311.92,3709,1
763,563847,157262.16,1678,132844.82,2026,167405.94,2106,98069.25,2855,21888.88,1352,1
18266,287287,229279.04,2792,327437.71,3551,42246.36,459,914.05,181,275610.75,4129,2
5285,974810,325386.53,4291,385965.27,3867,177573.76,3049,127946.16,2988,145385.7,2465,2
289,921286,81344.64,3259,135429.63,1527,53861.76,2078,14642.95,2737,12639.24,747,1
1600,267573,309785.85,4535,278609.76,4719,61666.56,808,99190.8,2360,6290.28,1212,1
21858,978699,158766,2252,12766.16,1304,28800.86,902,97955.44,1418,32183.34,2289,2
11747,587856,194593.1,2353,239608,2440,253632.21,3939,101255.94,1917,417466.6,4310,2
20200,335388,13844.36,1132,40424.3,790,62664,4200,81300.48,1264,231489,4005,1
22858,324738,96796.85,2393,52368,2400,164379,1884,105853,1100,20950.1,547,2
1311,945278,169066.52,1772,102612,2040,193854.32,2021,37148.74,2953,152330.95,3455,3
22950,996949,51144.35,2215,55972.62,594,402755.79,4793,79050.58,1346,66806.28,684,2
19840,819992,297142.52,3382,324143.05,4543,60783.03,1969,311527.44,4746,110517.95,4535,2
1091,454962,9587.16,807,265044.6,3435,67264.56,3762,177816.69,3177,257243.58,2794,1
29889,250702,19262.88,1092,211946.2,3170,19102.22,2957,83719.22,1598,142750.04,3154,2
10059,310150,64853.92,794,9540,159,361063.2,4220,294632.78,4537,22519.25,845,2
21165,704043,32368.2,876,15374.87,919,104746.8,4920,157774.34,2767,134598.6,2115,3
17978,202824,32415.82,3301,1963.09,109,292748.19,4053,16801.82,301,129719.62,2309,3
12090,466730,131298.84,3294,123327.05,3421,298132.02,4317,232705.22,2519,55772.8,3005,3
14270,320847,333148.65,3595,7596.64,601,168042.8,3880,53149.88,581,96868.49,2759,2
22991,278162,132326.2,1762,6615.09,279,215388,4825,309724.08,4168,391054.95,4635,3
15700,978895,218724.9,3309,216084.42,4638,180556.71,3909,15391.09,229,37374.4,2272,1
10698,230465,382187.24,4397,162142.88,1796,270955.19,4829,170445.24,2547,424636.8,4272,1
9877,615611,56416.44,4106,39046.41,897,39732,525,16751.27,1229,12256.75,275,2
6641,921168,168291.47,2953,222214.65,3009,2496.06,147,34409.19,1139,37795.6,2440,3
7014,938101,436710.75,4825,7462.36,788,119419.56,1989,193175.07,2211,181887.36,3904,2
10742,675234,208104,2668,63269.44,3632,31281.25,1375,113881,2423,105636.58,3682,1
893,523691,200249.6,2144,32680.8,1602,88601.38,4553,77017.74,3049,339453.12,4384,3
19583,986669,255276.2,3340,66565.87,1939,21944.31,291,250358.94,2522,89020.39,1663,3
16794,870423,1748.31,303,76787.48,1631,221321.42,4903,37391.36,872,16485.12,576,3
2851,636676,462376,4640,60530.77,1007,43492.14,513,6778.24,1246,129572.8,1840,2
7192,881505,66703.68,1219,140532.6,2095,58724.47,1687,329754.36,4292,145481.2,3284,3
23099,585740,410575.88,4654,10117.5,426,9113.54,827,206373.2,3026,87698.07,1581,1
19286,632055,44943.21,1391,264430.24,4556,354710.2,4540,196107,1965,89710.32,3188,1
7846,425033,198459.39,3117,315821.2,4280,87150.25,3025,18986.88,372,8911.08,446,3
19311,393071,22252.62,1833,15336.4,920,36005.76,2128,5895,180,103674.33,1377,3
14461,310011,239296.3,4705,102012.75,2667,124843.82,1891,48482.64,932,303009.36,3128,1
2789,651117,153598,3050,226715.22,2326,36296.22,2867,65482.28,1142,86072.3,1753,2
17986,172401,30570.15,3341,40161,1650,227313.6,2840,241818.96,2612,162207.11,3679,2
10311,140724,238134.96,3831,229640.7,2946,68521.6,4256,344565.79,3571,28774.2,476,3
23675,352785,31534.56,359,254650.46,2579,5320.98,287,154711.62,3969,176509.84,4472,1
21962,277051,6441.75,409,152700.48,2866,15650.25,1355,219083.28,3053,311064.92,3137,2
17465,295836,322550.39,3347,61676.8,4190,67597.44,3706,81740.85,4945,28832.68,778,2
16364,224096,273676.2,3570,393645.72,4533,269524,4300,117855.12,4854,92766.36,4636,1
19450,369749,350218.08,3544,3895.52,502,69388.9,2023,29641.98,1823,124050.93,2203,1
25954,477827,99635.64,3757,146899.42,1511,129090.52,3436,91469.84,958,289263.24,4359,3
17103,221866,39772.75,575,159540.26,3278,17828.45,419,243278.7,3737,114905.16,1926,1
4499,643097,364897.86,3746,271756.16,2936,65707.6,868,8723.6,1544,41562.56,2522,3
23296,570118,90320.64,1032,66346.64,1588,43349.02,1318,86830.1,2282,72060.87,2303,2
26329,824006,209804.89,2617,220691.52,4984,303380.02,4958,24500,2000,358789.59,4659,3
17195,978939,15143.31,1849,158401.69,1951,59505.91,2033,384785.92,4234,229623.9,3278,1
13452,997833,465654.14,4739,138519.6,3560,18657.7,430,230421.64,2578,131699.84,3112,1
17998,545847,218254.05,2513,63344.76,778,29547.18,1098,71163.84,1012,181384.26,2033,3
27415,704886,167893.7,1846,378495.6,4396,360443.15,4861,120813.7,3226,111485.92,2366,1
11290,772489,340291.84,3728,11571.24,1828,62774.8,1297,20186.4,312,376024.87,3893,3
16319,330828,26014.08,3188,133239.7,3245,173904.9,4386,41077.48,844,8847.6,146,1
218,357240,30501.9,1170,168489.72,2394,69655.42,2339,105298.06,1546,105959.58,2267,1
1792,662224,91455.04,2671,245862.54,3942,64582.62,1766,270406.54,3457,62467.84,1184,1
26523,681865,50187.14,1891,407617.54,4279,114691.8,1380,65169.79,3361,52691.88,3426,3
9962,520491,167049.48,2652,2002.71,241,80735.76,1737,190896.84,2694,112331.25,1875,1
13300,619210,21878.4,265,68641.3,1729,139881.84,1571,4504.5,858,17095.32,198,2
